"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.076817, 1, 0.076817, balancing:strategy=''none'', categorical_encoding:__choice__=''no_encoding'', classifier:__choice__=''adaboost'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', classifier:adaboost:algorithm=''SAMME'', classifier:adaboost:learning_rate='0.7506736009453755', classifier:adaboost:max_depth='9', classifier:adaboost:n_estimators='268'
1.193686, 0.049645, 1.280223, 1, 0.086537, balancing:strategy=''none'', categorical_encoding:__choice__=''no_encoding'', classifier:__choice__=''adaboost'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', classifier:adaboost:algorithm=''SAMME'', classifier:adaboost:learning_rate='0.7506736009453755', classifier:adaboost:max_depth='9', classifier:adaboost:n_estimators='268'
6.953236, 0.021277, 13.274797, 2, 6.321561, balancing:strategy=''weighting'', categorical_encoding:__choice__=''one_hot_encoding'', classifier:__choice__=''sgd'', imputation:strategy=''most_frequent'', preprocessor:__choice__=''no_preprocessing'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''False'', classifier:sgd:alpha='0.00041804541491402667', classifier:sgd:average=''False'', classifier:sgd:fit_intercept=''True'', classifier:sgd:learning_rate=''invscaling'', classifier:sgd:loss=''hinge'', classifier:sgd:penalty=''elasticnet'', classifier:sgd:tol='0.008877258151943956', classifier:sgd:eta0='0.04670079735020511', classifier:sgd:l1_ratio='1.4365465018235135e-08', classifier:sgd:power_t='0.6007268808131484'
